country,year,suicides_no,population,suicides/100k pop,HDI for year,gdp_for_year ($),gdp_per_capita ($)
Iceland,1997,3,35184,8.53,,7.548.912.105,30326
Iceland,1997,1,19635,5.09,,7.548.912.105,30326
Iceland,1997,1,20279,4.93,,7.548.912.105,30326
Iceland,1997,0,20807,0,,7.548.912.105,30326
Iceland,1997,0,7772,0,,7.548.912.105,30326
Iceland,1997,0,21845,0,,7.548.912.105,30326
Iceland,1998,9,37412,24.06,,8.453.704.212,33513
Iceland,1998,5,21660,23.08,,8.453.704.212,33513
Iceland,1998,4,18929,21.13,,8.453.704.212,33513
Iceland,1998,4,20591,19.43,,8.453.704.212,33513
Iceland,1998,1,5559,17.99,,8.453.704.212,33513
Iceland,1998,1,8020,12.47,,8.453.704.212,33513
Iceland,1998,2,20400,9.8,,8.453.704.212,33513
Iceland,1998,3,36107,8.31,,8.453.704.212,33513
Iceland,1998,1,20765,4.82,,8.453.704.212,33513
Iceland,1998,0,20954,0,,8.453.704.212,33513
Iceland,1998,0,19896,0,,8.453.704.212,33513
Iceland,1998,0,21960,0,,8.453.704.212,33513
Iceland,1999,14,38386,36.47,,8.917.286.036,34858
Iceland,1999,4,20700,19.32,,8.917.286.036,34858
Iceland,1999,4,21657,18.47,,8.917.286.036,34858
Iceland,1999,1,5717,17.49,,8.917.286.036,34858
Iceland,1999,2,20236,9.88,,8.917.286.036,34858
Iceland,1999,2,20328,9.84,,8.917.286.036,34858
Iceland,1999,2,20961,9.54,,8.917.286.036,34858
Iceland,1999,1,19176,5.21,,8.917.286.036,34858
Iceland,1999,1,37010,2.7,,8.917.286.036,34858
Iceland,1999,0,21225,0,,8.917.286.036,34858
Iceland,1999,0,8193,0,,8.917.286.036,34858
Iceland,1999,0,22231,0,,8.917.286.036,34858
Iceland,2000,13,20851,62.35,859,8.927.140.438,34372
Iceland,2000,13,21730,59.83,859,8.927.140.438,34372
Iceland,2000,6,19771,30.35,859,8.927.140.438,34372
Iceland,2000,10,39024,25.63,859,8.927.140.438,34372
Iceland,2000,3,20653,14.53,859,8.927.140.438,34372
Iceland,2000,4,37863,10.56,859,8.927.140.438,34372
Iceland,2000,1,21102,4.74,859,8.927.140.438,34372
Iceland,2000,0,20451,0,859,8.927.140.438,34372
Iceland,2000,0,21521,0,859,8.927.140.438,34372
Iceland,2000,0,8330,0,859,8.927.140.438,34372
Iceland,2000,0,22548,0,859,8.927.140.438,34372
Iceland,2000,0,5879,0,859,8.927.140.438,34372
Iceland,2001,8,21707,36.85,,8.136.345.144,30850
Iceland,2001,2,6101,32.78,,8.136.345.144,30850
Iceland,2001,5,21119,23.68,,8.136.345.144,30850
Iceland,2001,9,39779,22.63,,8.136.345.144,30850
Iceland,2001,4,20268,19.74,,8.136.345.144,30850
Iceland,2001,5,38708,12.92,,8.136.345.144,30850
Iceland,2001,2,20597,9.71,,8.136.345.144,30850
Iceland,2001,1,21059,4.75,,8.136.345.144,30850
Iceland,2001,0,21182,0,,8.136.345.144,30850
Iceland,2001,0,21737,0,,8.136.345.144,30850
Iceland,2001,0,8552,0,,8.136.345.144,30850
Iceland,2001,0,22929,0,,8.136.345.144,30850
Iceland,2002,7,20997,33.34,,9.207.689.916,34556
Iceland,2002,6,20853,28.77,,9.207.689.916,34556
Iceland,2002,3,21620,13.88,,9.207.689.916,34556
Iceland,2002,1,8798,11.37,,9.207.689.916,34556
Iceland,2002,4,39430,10.14,,9.207.689.916,34556
Iceland,2002,4,40266,9.93,,9.207.689.916,34556
Iceland,2002,2,20483,9.76,,9.207.689.916,34556
Iceland,2002,2,21481,9.31,,9.207.689.916,34556
Iceland,2002,1,21091,4.74,,9.207.689.916,34556
Iceland,2002,0,21996,0,,9.207.689.916,34556
Iceland,2002,0,23134,0,,9.207.689.916,34556
Iceland,2002,0,6306,0,,9.207.689.916,34556
Iceland,2003,6,21464,27.95,,11.316.441.660,42174
Iceland,2003,5,21857,22.88,,11.316.441.660,42174
Iceland,2003,8,40516,19.75,,11.316.441.660,42174
Iceland,2003,4,22054,18.14,,11.316.441.660,42174
Iceland,2003,1,20281,4.93,,11.316.441.660,42174
Iceland,2003,1,20791,4.81,,11.316.441.660,42174
Iceland,2003,1,39836,2.51,,11.316.441.660,42174
Iceland,2003,0,21105,0,,11.316.441.660,42174
Iceland,2003,0,21939,0,,11.316.441.660,42174
Iceland,2003,0,9063,0,,11.316.441.660,42174
Iceland,2003,0,22892,0,,11.316.441.660,42174
Iceland,2003,0,6532,0,,11.316.441.660,42174
Iceland,2004,3,6720,44.64,,13.722.824.251,50528
Iceland,2004,6,21991,27.28,,13.722.824.251,50528
Iceland,2004,9,41248,21.82,,13.722.824.251,50528
Iceland,2004,4,20526,19.49,,13.722.824.251,50528
Iceland,2004,4,21106,18.95,,13.722.824.251,50528
Iceland,2004,4,22162,18.05,,13.722.824.251,50528
Iceland,2004,2,22573,8.86,,13.722.824.251,50528
Iceland,2004,2,40199,4.98,,13.722.824.251,50528
Iceland,2004,1,21091,4.74,,13.722.824.251,50528
Iceland,2004,0,21899,0,,13.722.824.251,50528
Iceland,2004,0,9282,0,,13.722.824.251,50528
Iceland,2004,0,22791,0,,13.722.824.251,50528
Iceland,2005,6,21570,27.82,889,16.691.490.114,60712
Iceland,2005,10,41539,24.07,889,16.691.490.114,60712
Iceland,2005,5,22932,21.8,889,16.691.490.114,60712
Iceland,2005,6,40540,14.8,889,16.691.490.114,60712
Iceland,2005,3,22100,13.57,889,16.691.490.114,60712
Iceland,2005,3,23186,12.94,889,16.691.490.114,60712
Iceland,2005,0,21198,0,889,16.691.490.114,60712
Iceland,2005,0,20904,0,889,16.691.490.114,60712
Iceland,2005,0,21721,0,889,16.691.490.114,60712
Iceland,2005,0,9566,0,889,16.691.490.114,60712
Iceland,2005,0,22712,0,889,16.691.490.114,60712
Iceland,2005,0,6961,0,889,16.691.490.114,60712
Iceland,2006,6,22771,26.35,,17.048.647.568,60243
Iceland,2006,10,44013,22.72,,17.048.647.568,60243
Iceland,2006,4,23812,16.8,,17.048.647.568,60243
Iceland,2006,6,40957,14.65,,17.048.647.568,60243
Iceland,2006,3,23797,12.61,,17.048.647.568,60243
Iceland,2006,2,23135,8.64,,17.048.647.568,60243
Iceland,2006,1,21650,4.62,,17.048.647.568,60243
Iceland,2006,0,21657,0,,17.048.647.568,60243
Iceland,2006,0,21538,0,,17.048.647.568,60243
Iceland,2006,0,9927,0,,17.048.647.568,60243
Iceland,2006,0,22494,0,,17.048.647.568,60243
Iceland,2006,0,7248,0,,17.048.647.568,60243
Iceland,2007,3,7454,40.25,,21.319.946.740,73590
Iceland,2007,7,23231,30.13,,21.319.946.740,73590
Iceland,2007,12,45690,26.26,,21.319.946.740,73590
Iceland,2007,6,24445,24.54,,21.319.946.740,73590
Iceland,2007,1,10165,9.84,,21.319.946.740,73590
Iceland,2007,2,22098,9.05,,21.319.946.740,73590
Iceland,2007,2,24464,8.18,,21.319.946.740,73590
Iceland,2007,2,24652,8.11,,21.319.946.740,73590
Iceland,2007,1,22072,4.53,,21.319.946.740,73590
Iceland,2007,1,41594,2.4,,21.319.946.740,73590
Iceland,2007,0,21535,0,,21.319.946.740,73590
Iceland,2007,0,22312,0,,21.319.946.740,73590
Iceland,2008,7,25539,27.41,,17.658.408.759,59489
Iceland,2008,10,46462,21.52,,17.658.408.759,59489
Iceland,2008,5,25254,19.8,,17.658.408.759,59489
Iceland,2008,5,25691,19.46,,17.658.408.759,59489
Iceland,2008,4,24143,16.57,,17.658.408.759,59489
Iceland,2008,1,7603,13.15,,17.658.408.759,59489
Iceland,2008,4,42525,9.41,,17.658.408.759,59489
Iceland,2008,2,22818,8.77,,17.658.408.759,59489
Iceland,2008,0,22861,0,,17.658.408.759,59489
Iceland,2008,0,21461,0,,17.658.408.759,59489
Iceland,2008,0,10302,0,,17.658.408.759,59489
Iceland,2008,0,22177,0,,17.658.408.759,59489
Iceland,2009,10,26267,38.07,,12.944.114.736,43700
Iceland,2009,6,24715,24.28,,12.944.114.736,43700
Iceland,2009,10,44805,22.32,,12.944.114.736,43700
Iceland,2009,6,42732,14.04,,12.944.114.736,43700
Iceland,2009,1,7788,12.84,,12.944.114.736,43700
Iceland,2009,2,23991,8.34,,12.944.114.736,43700
Iceland,2009,1,26010,3.84,,12.944.114.736,43700
Iceland,2009,0,22973,0,,12.944.114.736,43700
Iceland,2009,0,22959,0,,12.944.114.736,43700
Iceland,2009,0,21382,0,,12.944.114.736,43700
Iceland,2009,0,10439,0,,12.944.114.736,43700
Iceland,2009,0,22143,0,,12.944.114.736,43700
Iceland,2010,3,7930,37.83,892,13.310.567.803,45179
Iceland,2010,8,23610,33.88,892,13.310.567.803,45179
Iceland,2010,7,26976,25.95,892,13.310.567.803,45179
Iceland,2010,11,43584,25.24,892,13.310.567.803,45179
Iceland,2010,6,23905,25.1,892,13.310.567.803,45179
Iceland,2010,5,42526,11.76,892,13.310.567.803,45179
Iceland,2010,3,26898,11.15,892,13.310.567.803,45179
Iceland,2010,1,21935,4.56,892,13.310.567.803,45179
Iceland,2010,1,22558,4.43,892,13.310.567.803,45179
Iceland,2010,1,22907,4.37,892,13.310.567.803,45179
Iceland,2010,0,21185,0,892,13.310.567.803,45179
Iceland,2010,0,10606,0,892,13.310.567.803,45179
Iceland,2011,5,23085,21.66,896,14.732.689.535,49861
Iceland,2011,6,27936,21.48,896,14.732.689.535,49861
Iceland,2011,8,43120,18.55,896,14.732.689.535,49861
Iceland,2011,2,24083,8.3,896,14.732.689.535,49861
Iceland,2011,2,27822,7.19,896,14.732.689.535,49861
Iceland,2011,1,21828,4.58,896,14.732.689.535,49861
Iceland,2011,1,22337,4.48,896,14.732.689.535,49861
Iceland,2011,1,22926,4.36,896,14.732.689.535,49861
Iceland,2011,1,42475,2.35,896,14.732.689.535,49861
Iceland,2011,0,21068,0,896,14.732.689.535,49861
Iceland,2011,0,10762,0,896,14.732.689.535,49861
Iceland,2011,0,8033,0,896,14.732.689.535,49861
Iceland,2012,7,22931,30.53,897,14.292.008.745,48083
Iceland,2012,2,8207,24.37,897,14.292.008.745,48083
Iceland,2012,6,28966,20.71,897,14.292.008.745,48083
Iceland,2012,8,42696,18.74,897,14.292.008.745,48083
Iceland,2012,4,28784,13.9,897,14.292.008.745,48083
Iceland,2012,3,24210,12.39,897,14.292.008.745,48083
Iceland,2012,2,22249,8.99,897,14.292.008.745,48083
Iceland,2012,2,22968,8.71,897,14.292.008.745,48083
Iceland,2012,3,42450,7.07,897,14.292.008.745,48083
Iceland,2012,0,21068,0,897,14.292.008.745,48083
Iceland,2012,0,10882,0,897,14.292.008.745,48083
Iceland,2012,0,21827,0,897,14.292.008.745,48083
Iceland,2013,5,8368,59.75,899,15.548.321.544,51749
Iceland,2013,7,23318,30.02,899,15.548.321.544,51749
Iceland,2013,12,42535,28.21,899,15.548.321.544,51749
Iceland,2013,3,10950,27.4,899,15.548.321.544,51749
Iceland,2013,5,24215,20.65,899,15.548.321.544,51749
Iceland,2013,6,29974,20.02,899,15.548.321.544,51749
Iceland,2013,3,22445,13.37,899,15.548.321.544,51749
Iceland,2013,5,42524,11.76,899,15.548.321.544,51749
Iceland,2013,3,29831,10.06,899,15.548.321.544,51749
Iceland,2013,0,22970,0,899,15.548.321.544,51749
Iceland,2013,0,21275,0,899,15.548.321.544,51749
Iceland,2013,0,22051,0,899,15.548.321.544,51749
Iceland,2014,5,8491,58.89,899,17.304.033.021,56833
Iceland,2014,9,23711,37.96,899,17.304.033.021,56833
Iceland,2014,8,31027,25.78,899,17.304.033.021,56833
Iceland,2014,4,24185,16.54,899,17.304.033.021,56833
Iceland,2014,7,42731,16.38,899,17.304.033.021,56833
Iceland,2014,4,42655,9.38,899,17.304.033.021,56833
Iceland,2014,1,11043,9.06,899,17.304.033.021,56833
Iceland,2014,2,22708,8.81,899,17.304.033.021,56833
Iceland,2014,2,22989,8.7,899,17.304.033.021,56833
Iceland,2014,2,30942,6.46,899,17.304.033.021,56833
Iceland,2014,0,21544,0,899,17.304.033.021,56833
Iceland,2014,0,22446,0,899,17.304.033.021,56833
Iceland,2015,7,24116,29.03,,16.942.247.374,54909
Iceland,2015,11,43119,25.51,,16.942.247.374,54909
Iceland,2015,6,24128,24.87,,16.942.247.374,54909
Iceland,2015,6,32013,18.74,,16.942.247.374,54909
Iceland,2015,2,11158,17.92,,16.942.247.374,54909
Iceland,2015,5,32159,15.55,,16.942.247.374,54909
Iceland,2015,2,42858,4.67,,16.942.247.374,54909
Iceland,2015,1,22913,4.36,,16.942.247.374,54909
Iceland,2015,0,22962,0,,16.942.247.374,54909
Iceland,2015,0,21738,0,,16.942.247.374,54909
Iceland,2015,0,22771,0,,16.942.247.374,54909
Iceland,2015,0,8619,0,,16.942.247.374,54909
Iceland,2016,8,25029,31.96,,20.304.098.101,64708
Iceland,2016,10,33247,30.08,,20.304.098.101,64708
Iceland,2016,11,44024,24.99,,20.304.098.101,64708
Iceland,2016,6,24099,24.9,,20.304.098.101,64708
Iceland,2016,1,8723,11.46,,20.304.098.101,64708
Iceland,2016,2,23233,8.61,,20.304.098.101,64708
Iceland,2016,2,32963,6.07,,20.304.098.101,64708
Iceland,2016,0,22971,0,,20.304.098.101,64708
Iceland,2016,0,43216,0,,20.304.098.101,64708
Iceland,2016,0,11268,0,,20.304.098.101,64708
Ireland,1985,65,251800,25.81,742,21.295.486.383,6638
Ireland,1985,47,251000,18.73,742,21.295.486.383,6638
Ireland,1985,48,314400,15.27,742,21.295.486.383,6638
Ireland,1985,51,367300,13.89,742,21.295.486.383,6638
Ireland,1985,21,274200,7.66,742,21.295.486.383,6638
Ireland,1985,4,56000,7.14,742,21.295.486.383,6638
Ireland,1985,24,353200,6.8,742,21.295.486.383,6638
Ireland,1985,11,248300,4.43,742,21.295.486.383,6638
Ireland,1985,1,85900,1.16,742,21.295.486.383,6638
Ireland,1985,3,303600,0.99,742,21.295.486.383,6638
Ireland,1985,1,360200,0.28,742,21.295.486.383,6638
Ireland,1985,0,342300,0,742,21.295.486.383,6638
Ireland,1986,62,249700,24.83,,28.748.960.471,8937
Ireland,1986,47,251300,18.7,,28.748.960.471,8937
Ireland,1986,56,372400,15.04,,28.748.960.471,8937
Ireland,1986,44,314000,14.01,,28.748.960.471,8937
Ireland,1986,5,56700,8.82,,28.748.960.471,8937
Ireland,1986,25,358500,6.97,,28.748.960.471,8937
Ireland,1986,18,273000,6.59,,28.748.960.471,8937
Ireland,1986,13,249900,5.2,,28.748.960.471,8937
Ireland,1986,10,303500,3.29,,28.748.960.471,8937
Ireland,1986,1,87100,1.15,,28.748.960.471,8937
Ireland,1986,1,359200,0.28,,28.748.960.471,8937
Ireland,1986,0,341400,0,,28.748.960.471,8937
Ireland,1987,58,247700,23.42,,33.961.142.322,10515
Ireland,1987,39,251100,15.53,,33.961.142.322,10515
Ireland,1987,54,380400,14.2,,33.961.142.322,10515
Ireland,1987,29,313100,9.26,,33.961.142.322,10515
Ireland,1987,5,58500,8.55,,33.961.142.322,10515
Ireland,1987,6,89800,6.68,,33.961.142.322,10515
Ireland,1987,17,272000,6.25,,33.961.142.322,10515
Ireland,1987,21,366500,5.73,,33.961.142.322,10515
Ireland,1987,8,250700,3.19,,33.961.142.322,10515
Ireland,1987,7,301200,2.32,,33.961.142.322,10515
Ireland,1987,1,340100,0.29,,33.961.142.322,10515
Ireland,1987,0,358600,0,,33.961.142.322,10515
Ireland,1988,15,59600,25.17,,37.818.134.253,11696
Ireland,1988,50,248600,20.11,,37.818.134.253,11696
Ireland,1988,47,246600,19.06,,37.818.134.253,11696
Ireland,1988,47,312200,15.05,,37.818.134.253,11696
Ireland,1988,36,388200,9.27,,37.818.134.253,11696
Ireland,1988,32,374900,8.54,,37.818.134.253,11696
Ireland,1988,18,271500,6.63,,37.818.134.253,11696
Ireland,1988,13,249000,5.22,,37.818.134.253,11696
Ireland,1988,2,91600,2.18,,37.818.134.253,11696
Ireland,1988,6,298100,2.01,,37.818.134.253,11696
Ireland,1988,0,337800,0,,37.818.134.253,11696
Ireland,1988,0,355400,0,,37.818.134.253,11696
Ireland,1989,77,397500,19.37,,39.285.385.088,12188
Ireland,1989,11,60700,18.12,,39.285.385.088,12188
Ireland,1989,42,242200,17.34,,39.285.385.088,12188
Ireland,1989,42,245400,17.11,,39.285.385.088,12188
Ireland,1989,41,307900,13.32,,39.285.385.088,12188
Ireland,1989,24,270300,8.88,,39.285.385.088,12188
Ireland,1989,21,383000,5.48,,39.285.385.088,12188
Ireland,1989,5,95000,5.26,,39.285.385.088,12188
Ireland,1989,8,242300,3.3,,39.285.385.088,12188
Ireland,1989,7,293600,2.38,,39.285.385.088,12188
Ireland,1989,0,333700,0,,39.285.385.088,12188
Ireland,1989,0,351600,0,,39.285.385.088,12188
Ireland,1990,58,244600,23.71,0.77,49.364.681.256,15312
Ireland,1990,51,236900,21.53,0.77,49.364.681.256,15312
Ireland,1990,85,406100,20.93,0.77,49.364.681.256,15312
Ireland,1990,9,61000,14.75,0.77,49.364.681.256,15312
Ireland,1990,44,309400,14.22,0.77,49.364.681.256,15312
Ireland,1990,20,238400,8.39,0.77,49.364.681.256,15312
Ireland,1990,20,269100,7.43,0.77,49.364.681.256,15312
Ireland,1990,29,391200,7.41,0.77,49.364.681.256,15312
Ireland,1990,12,291300,4.12,0.77,49.364.681.256,15312
Ireland,1990,2,97900,2.04,0.77,49.364.681.256,15312
Ireland,1990,4,347800,1.15,0.77,49.364.681.256,15312
Ireland,1990,0,330300,0,0.77,49.364.681.256,15312
Ireland,1991,69,243900,28.29,,49.847.128.533,15328
Ireland,1991,91,407900,22.31,,49.847.128.533,15328
Ireland,1991,53,247500,21.41,,49.847.128.533,15328
Ireland,1991,61,307900,19.81,,49.847.128.533,15328
Ireland,1991,8,63600,12.58,,49.847.128.533,15328
Ireland,1991,19,269800,7.04,,49.847.128.533,15328
Ireland,1991,15,251600,5.96,,49.847.128.533,15328
Ireland,1991,23,400200,5.75,,49.847.128.533,15328
Ireland,1991,2,99200,2.02,,49.847.128.533,15328
Ireland,1991,4,293700,1.36,,49.847.128.533,15328
Ireland,1991,0,324600,0,,49.847.128.533,15328
Ireland,1991,0,342200,0,,49.847.128.533,15328
Ireland,1992,80,246100,32.51,,55.985.506.499,17051
Ireland,1992,60,248700,24.13,,55.985.506.499,17051
Ireland,1992,68,313100,21.72,,55.985.506.499,17051
Ireland,1992,82,416800,19.67,,55.985.506.499,17051
Ireland,1992,11,64800,16.98,,55.985.506.499,17051
Ireland,1992,21,270500,7.76,,55.985.506.499,17051
Ireland,1992,11,252800,4.35,,55.985.506.499,17051
Ireland,1992,4,101300,3.95,,55.985.506.499,17051
Ireland,1992,16,410400,3.9,,55.985.506.499,17051
Ireland,1992,6,297400,2.02,,55.985.506.499,17051
Ireland,1992,3,339800,0.88,,55.985.506.499,17051
Ireland,1992,0,321700,0,,55.985.506.499,17051
Ireland,1993,57,247200,23.06,,52.480.253.169,15872
Ireland,1993,56,250200,22.38,,52.480.253.169,15872
Ireland,1993,85,426500,19.93,,52.480.253.169,15872
Ireland,1993,45,316400,14.22,,52.480.253.169,15872
Ireland,1993,8,65100,12.29,,52.480.253.169,15872
Ireland,1993,28,421100,6.65,,52.480.253.169,15872
Ireland,1993,14,271400,5.16,,52.480.253.169,15872
Ireland,1993,13,252600,5.15,,52.480.253.169,15872
Ireland,1993,9,300100,3,,52.480.253.169,15872
Ireland,1993,3,102900,2.92,,52.480.253.169,15872
Ireland,1993,8,335100,2.39,,52.480.253.169,15872
Ireland,1993,0,317900,0,,52.480.253.169,15872
Ireland,1994,77,249000,30.92,,57.166.037.102,17188
Ireland,1994,99,436500,22.68,,57.166.037.102,17188
Ireland,1994,69,318100,21.69,,57.166.037.102,17188
Ireland,1994,13,64700,20.09,,57.166.037.102,17188
Ireland,1994,44,252800,17.41,,57.166.037.102,17188
Ireland,1994,27,272800,9.9,,57.166.037.102,17188
Ireland,1994,38,431300,8.81,,57.166.037.102,17188
Ireland,1994,13,303000,4.29,,57.166.037.102,17188
Ireland,1994,9,256100,3.51,,57.166.037.102,17188
Ireland,1994,3,103200,2.91,,57.166.037.102,17188
Ireland,1994,2,328300,0.61,,57.166.037.102,17188
Ireland,1994,0,310200,0,,57.166.037.102,17188
Ireland,1995,67,253100,26.47,803,69.222.626.263,20689
Ireland,1995,111,444400,24.98,803,69.222.626.263,20689
Ireland,1995,76,319400,23.79,803,69.222.626.263,20689
Ireland,1995,14,66000,21.21,803,69.222.626.263,20689
Ireland,1995,48,254200,18.88,803,69.222.626.263,20689
Ireland,1995,20,259200,7.72,803,69.222.626.263,20689
Ireland,1995,34,441600,7.7,803,69.222.626.263,20689
Ireland,1995,13,273900,4.75,803,69.222.626.263,20689
Ireland,1995,11,306300,3.59,803,69.222.626.263,20689
Ireland,1995,3,105500,2.84,803,69.222.626.263,20689
Ireland,1995,4,319700,1.25,803,69.222.626.263,20689
Ireland,1995,2,302600,0.66,803,69.222.626.263,20689
Ireland,1996,89,257100,34.62,,75.880.632.560,22478
Ireland,1996,82,323100,25.38,,75.880.632.560,22478
Ireland,1996,111,454800,24.41,,75.880.632.560,22478
Ireland,1996,15,66900,22.42,,75.880.632.560,22478
Ireland,1996,44,256900,17.13,,75.880.632.560,22478
Ireland,1996,15,262900,5.71,,75.880.632.560,22478
Ireland,1996,24,453300,5.29,,75.880.632.560,22478
Ireland,1996,14,309800,4.52,,75.880.632.560,22478
Ireland,1996,8,274300,2.92,,75.880.632.560,22478
Ireland,1996,2,107700,1.86,,75.880.632.560,22478
Ireland,1996,4,312700,1.28,,75.880.632.560,22478
Ireland,1996,0,296300,0,,75.880.632.560,22478
Ireland,1997,105,327450,32.07,,82.826.146.132,24259
Ireland,1997,80,261887,30.55,,82.826.146.132,24259
Ireland,1997,126,467626,26.94,,82.826.146.132,24259
Ireland,1997,49,260486,18.81,,82.826.146.132,24259
Ireland,1997,12,67496,17.78,,82.826.146.132,24259
Ireland,1997,23,276097,8.33,,82.826.146.132,24259
Ireland,1997,33,466997,7.07,,82.826.146.132,24259
Ireland,1997,19,313447,6.06,,82.826.146.132,24259
Ireland,1997,12,267638,4.48,,82.826.146.132,24259
Ireland,1997,3,109207,2.75,,82.826.146.132,24259
Ireland,1997,4,305770,1.31,,82.826.146.132,24259
Ireland,1997,0,290184,0,,82.826.146.132,24259
Ireland,1998,106,268458,39.48,,90.082.034.316,26115
Ireland,1998,112,328079,34.14,,90.082.034.316,26115
Ireland,1998,140,479431,29.2,,90.082.034.316,26115
Ireland,1998,55,264994,20.76,,90.082.034.316,26115
Ireland,1998,11,68586,16.04,,90.082.034.316,26115
Ireland,1998,34,479738,7.09,,90.082.034.316,26115
Ireland,1998,12,279666,4.29,,90.082.034.316,26115
Ireland,1998,13,314723,4.13,,90.082.034.316,26115
Ireland,1998,10,271872,3.68,,90.082.034.316,26115
Ireland,1998,3,111741,2.68,,90.082.034.316,26115
Ireland,1998,1,283607,0.35,,90.082.034.316,26115
Ireland,1998,1,298520,0.33,,90.082.034.316,26115
Ireland,1999,82,274372,29.89,,98.691.849.563,28344
Ireland,1999,86,327454,26.26,,98.691.849.563,28344
Ireland,1999,58,270407,21.45,,98.691.849.563,28344
Ireland,1999,104,490716,21.19,,98.691.849.563,28344
Ireland,1999,10,68952,14.5,,98.691.849.563,28344
Ireland,1999,18,283198,6.36,,98.691.849.563,28344
Ireland,1999,15,277242,5.41,,98.691.849.563,28344
Ireland,1999,17,315004,5.4,,98.691.849.563,28344
Ireland,1999,26,490684,5.3,,98.691.849.563,28344
Ireland,1999,5,113032,4.42,,98.691.849.563,28344
Ireland,1999,2,292740,0.68,,98.691.849.563,28344
Ireland,1999,1,278070,0.36,,98.691.849.563,28344
Ireland,2000,99,283528,34.92,861,99.853.528.653,28340
Ireland,2000,138,501834,27.5,861,99.853.528.653,28340
Ireland,2000,85,326264,26.05,861,99.853.528.653,28340
Ireland,2000,51,276475,18.45,861,99.853.528.653,28340
Ireland,2000,7,69695,10.04,861,99.853.528.653,28340
Ireland,2000,37,502942,7.36,861,99.853.528.653,28340
Ireland,2000,21,314968,6.67,861,99.853.528.653,28340
Ireland,2000,5,114383,4.37,861,99.853.528.653,28340
Ireland,2000,10,288075,3.47,861,99.853.528.653,28340
Ireland,2000,9,283371,3.18,861,99.853.528.653,28340
Ireland,2000,1,287937,0.35,861,99.853.528.653,28340
Ireland,2000,0,273904,0,861,99.853.528.653,28340
Ireland,2001,104,295410,35.21,,109.133.512.304,30536
Ireland,2001,89,324752,27.41,,109.133.512.304,30536
Ireland,2001,139,512042,27.15,,109.133.512.304,30536
Ireland,2001,66,285022,23.16,,109.133.512.304,30536
Ireland,2001,9,70956,12.68,,109.133.512.304,30536
Ireland,2001,34,512762,6.63,,109.133.512.304,30536
Ireland,2001,18,295191,6.1,,109.133.512.304,30536
Ireland,2001,14,313247,4.47,,109.133.512.304,30536
Ireland,2001,11,294059,3.74,,109.133.512.304,30536
Ireland,2001,2,116212,1.72,,109.133.512.304,30536
Ireland,2001,2,284509,0.7,,109.133.512.304,30536
Ireland,2001,0,269812,0,,109.133.512.304,30536
Ireland,2002,100,308477,32.42,,127.945.379.258,35154
Ireland,2002,89,325705,27.33,,127.945.379.258,35154
Ireland,2002,62,294395,21.06,,127.945.379.258,35154
Ireland,2002,109,521397,20.91,,127.945.379.258,35154
Ireland,2002,7,72146,9.7,,127.945.379.258,35154
Ireland,2002,19,308892,6.15,,127.945.379.258,35154
Ireland,2002,29,521940,5.56,,127.945.379.258,35154
Ireland,2002,14,302754,4.62,,127.945.379.258,35154
Ireland,2002,14,315817,4.43,,127.945.379.258,35154
Ireland,2002,3,118252,2.54,,127.945.379.258,35154
Ireland,2002,2,267794,0.75,,127.945.379.258,35154
Ireland,2002,1,282004,0.35,,127.945.379.258,35154
Ireland,2003,93,325589,28.56,,164.285.112.867,44473
Ireland,2003,135,529155,25.51,,164.285.112.867,44473
Ireland,2003,61,316763,19.26,,164.285.112.867,44473
Ireland,2003,57,304682,18.71,,164.285.112.867,44473
Ireland,2003,10,73562,13.59,,164.285.112.867,44473
Ireland,2003,37,530989,6.97,,164.285.112.867,44473
Ireland,2003,21,311239,6.75,,164.285.112.867,44473
Ireland,2003,16,315513,5.07,,164.285.112.867,44473
Ireland,2003,15,317275,4.73,,164.285.112.867,44473
Ireland,2003,5,120328,4.16,,164.285.112.867,44473
Ireland,2003,2,267103,0.75,,164.285.112.867,44473
Ireland,2003,2,281881,0.71,,164.285.112.867,44473
Ireland,2004,152,539660,28.17,,193.870.350.137,51662
Ireland,2004,86,324349,26.51,,193.870.350.137,51662
Ireland,2004,84,325356,25.82,,193.870.350.137,51662
Ireland,2004,60,313994,19.11,,193.870.350.137,51662
Ireland,2004,7,75345,9.29,,193.870.350.137,51662
Ireland,2004,31,539721,5.74,,193.870.350.137,51662
Ireland,2004,18,319814,5.63,,193.870.350.137,51662
Ireland,2004,15,324860,4.62,,193.870.350.137,51662
Ireland,2004,8,315174,2.54,,193.870.350.137,51662
Ireland,2004,2,122315,1.64,,193.870.350.137,51662
Ireland,2004,1,283674,0.35,,193.870.350.137,51662
Ireland,2004,0,268417,0,,193.870.350.137,51662
Ireland,2005,86,344139,24.99,895,211.650.764.830,55213
Ireland,2005,80,322805,24.78,895,211.650.764.830,55213
Ireland,2005,134,552960,24.23,895,211.650.764.830,55213
Ireland,2005,59,323255,18.25,895,211.650.764.830,55213
Ireland,2005,21,337499,6.22,895,211.650.764.830,55213
Ireland,2005,18,314542,5.72,895,211.650.764.830,55213
Ireland,2005,17,329510,5.16,895,211.650.764.830,55213
Ireland,2005,27,550357,4.91,895,211.650.764.830,55213
Ireland,2005,4,124661,3.21,895,211.650.764.830,55213
